Province	Electoral district number	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname	Middle name(s)	Given name	Political affiliation	Appartenance politique	Votes obtained	% Votes obtained	Rejected ballots	Total number of ballots cast
Alberta	48007	Calgary Heritage	Calgary Heritage	validated	validés	Heffernan		Holly	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5278	9.1	260	57975
Alberta	48007	Calgary Heritage	Calgary Heritage	validated	validés	Hoeppner		Stephanie	People's Party	Parti populaire	1123	1.9	260	57975
Alberta	48007	Calgary Heritage	Calgary Heritage	validated	validés	Mills		Hunter	Independent	Indépendant(e)	228	.4	260	57975
Alberta	48007	Calgary Heritage	Calgary Heritage	validated	validés	Tulick		Allie	Green Party	Parti Vert	2027	3.5	260	57975
Alberta	48008	Calgary Midnapore	Calgary Midnapore	validated	validés	Aalto		Brian	Liberal	Libéral	7507	11	338	68426
Alberta	48008	Calgary Midnapore	Calgary Midnapore	validated	validés	Bhachu		Gurmit	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6445	9.5	338	68426
Alberta	48008	Calgary Midnapore	Calgary Midnapore	validated	validés	Gao		Edward	People's Party	Parti populaire	1585	2.3	338	68426
Alberta	48008	Calgary Midnapore	Calgary Midnapore	validated	validés	Kusie		Stephanie	Conservative	Conservateur	50559	74.3	338	68426
Alberta	48008	Calgary Midnapore	Calgary Midnapore	validated	validés	Stasila		Taylor	Green Party	Parti Vert	1992	2.9	338	68426
Alberta	48009	Calgary Nose Hill	Calgary Nose Hill	validated	validés	Askin		Peggy	ML	ML	71	.1	262	55571
Alberta	48009	Calgary Nose Hill	Calgary Nose Hill	validated	validés	Grossé		Jocelyn	Green Party	Parti Vert	1554	2.8	262	55571
Alberta	48009	Calgary Nose Hill	Calgary Nose Hill	validated	validés	King		Patrick	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5304	9.6	262	55571
Alberta	48009	Calgary Nose Hill	Calgary Nose Hill	validated	validés	Lorencz		Kelly	People's Party	Parti populaire	1089	2	262	55571
Alberta	48009	Calgary Nose Hill	Calgary Nose Hill	validated	validés	Rempel		Michelle	Conservative	Conservateur	38588	69.8	262	55571
Alberta	48009	Calgary Nose Hill	Calgary Nose Hill	validated	validés	Tsang		Josephine	Liberal	Libéral	8703	15.7	262	55571
Alberta	48010	Calgary Rocky Ridge	Calgary Rocky Ridge	validated	validés	Kathol		Todd	Liberal	Libéral	13012	18.4	284	70934
Alberta	48010	Calgary Rocky Ridge	Calgary Rocky Ridge	validated	validés	Kelly		Pat	Conservative	Conservateur	48253	68.3	284	70934
Alberta	48010	Calgary Rocky Ridge	Calgary Rocky Ridge	validated	validés	LeBlanc Fortin		Nathan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6051	8.6	284	70934
Alberta	48010	Calgary Rocky Ridge	Calgary Rocky Ridge	validated	validés	Poulin		Tyler	People's Party	Parti populaire	1053	1.5	284	70934
Alberta	48010	Calgary Rocky Ridge	Calgary Rocky Ridge	validated	validés	Wang		Shaoli	Independent	Indépendant(e)	270	.4	284	70934
Alberta	48010	Calgary Rocky Ridge	Calgary Rocky Ridge	validated	validés	Wright		Catriona	Green Party	Parti Vert	2011	2.8	284	70934
Alberta	48011	Calgary Shepard	Calgary Shepard	validated	validés	Arnold		Del	Liberal	Libéral	8644	11.1	441	78581
Alberta	48011	Calgary Shepard	Calgary Shepard	validated	validés	Kmiec		Tom	Conservative	Conservateur	58614	75	441	78581
Alberta	48011	Calgary Shepard	Calgary Shepard	validated	validés	Scott		Kyle	People's Party	Parti populaire	1709	2.2	441	78581
Alberta	48011	Calgary Shepard	Calgary Shepard	validated	validés	Smith		David Brian	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6828	8.7	441	78581
Alberta	48011	Calgary Shepard	Calgary Shepard	validated	validés	Tanaka		Evelyn	Green Party	Parti Vert	2345	3	441	78581
Alberta	48012	Calgary Signal Hill	Calgary Signal Hill	validated	validés	Ahmed		Khalis	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5355	8.4	241	63719
Alberta	48012	Calgary Signal Hill	Calgary Signal Hill	validated	validés	Alatrash		Ghada	Liberal	Libéral	9722	15.3	241	63719
Alberta	48012	Calgary Signal Hill	Calgary Signal Hill	validated	validés	Bassett		Christina	Parti Rhinocéros Party	Parti Rhinocéros Party	511	.8	241	63719
Alberta	48012	Calgary Signal Hill	Calgary Signal Hill	validated	validés	Dirk		Garry	Christian Heritage Party	Parti de l'Héritage Chrétien	200	.3	241	63719
Alberta	48012	Calgary Signal Hill	Calgary Signal Hill	validated	validés	Liepert		Ron	Conservative	Conservateur	44421	70	241	63719
Alberta	48012	Calgary Signal Hill	Calgary Signal Hill	validated	validés	Reid		Marco	Green Party	Parti Vert	2139	3.4	241	63719
Alberta	48012	Calgary Signal Hill	Calgary Signal Hill	validated	validés	Squire		Gord	People's Party	Parti populaire	1130	1.8	241	63719
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Alexander		Joseph	Christian Heritage Party	Parti de l'Héritage Chrétien	483	1	497	51049
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Blanchard		Daniel	ML	ML	130	.3	497	51049
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Dawar		Harpreet Singh	CFF - Canada's Fourth Front	QFC - Quatrième front du Canada	136	.3	497	51049
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Dhillon		Harry	People's Party	Parti populaire	603	1.2	497	51049
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Gill		Gurinder Singh	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7540	14.9	497	51049
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Knutson		Signe	Green Party	Parti Vert	800	1.6	497	51049
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Naidoo		Nirmala	Liberal	Libéral	14327	28.3	497	51049
Alberta	48013	Calgary Skyview	Calgary Skyview	validated	validés	Sahota		Jag	Conservative	Conservateur	26533	52.5	497	51049
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Boissonnault		Randy	Liberal	Libéral	17524	33	362	53454
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Cumming		James	Conservative	Conservateur	22006	41.4	362	53454
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Eckstrom		Donovan	Parti Rhinocéros Party	Parti Rhinocéros Party	206	.4	362	53454
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Hookham		Paul	People's Party	Parti populaire	805	1.5	362	53454
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Morton		Peggy	ML	ML	79	.1	362	53454
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Murray		Grad	Green Party	Parti Vert	1394	2.6	362	53454
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Pirbhai		Adil	Independent	Indépendant(e)	119	.2	362	53454
Alberta	48014	Edmonton Centre	Edmonton-Centre	validated	validés	Swampy		Katherine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10959	20.6	362	53454
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Alva Armas		Christine	Christian Heritage Party	Parti de l'Héritage Chrétien	203	.4	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Boykowich		Alex	Communist	Communiste	170	.4	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Cherrington		Mark	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11800	25.1	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Diotte		Kerry	Conservative	Conservateur	24120	51.4	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Gudanowski		Andrzej	Independent	Indépendant(e)	216	.5	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Joyce		Mary	ML	ML	91	.2	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Khan		Safi	Green Party	Parti Vert	1189	2.5	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Mohamud		Habiba	Liberal	Libéral	8100	17.2	319	47282
Alberta	48015	Edmonton Griesbach	Edmonton Griesbach	validated	validés	Nichols		Barbara Ellen	People's Party	Parti populaire	1074	2.3	319	47282
Alberta	48016	Edmonton Manning	Edmonton Manning	validated	validés	Aboultaif		Ziad	Conservative	Conservateur	30425	55.9	357	54737
Alberta	48016	Edmonton Manning	Edmonton Manning	validated	validés	Kadri		Kamal	Liberal	Libéral	11692	21.5	357	54737
Alberta	48016	Edmonton Manning	Edmonton Manning	validated	validés	Phiri		Pam	Christian Heritage Party	Parti de l'Héritage Chrétien	276	.5	357	54737
Alberta	48016	Edmonton Manning	Edmonton Manning	validated	validés	Shaw		Laura-Leah	Green Party	Parti Vert	1255	2.3	357	54737
Alberta	48016	Edmonton Manning	Edmonton Manning	validated	validés	St. Germain		Charmaine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9555	17.6	357	54737
Alberta	48016	Edmonton Manning	Edmonton Manning	validated	validés	Summers		Daniel	People's Party	Parti populaire	1109	2	357	54737
Alberta	48016	Edmonton Manning	Edmonton Manning	validated	validés	Vachon		Andre	ML	ML	68	.1	357	54737
Alberta	48017	Edmonton Mill Woods	Edmonton Mill Woods	validated	validés	Herbert		Tanya	Green Party	Parti Vert	968	1.8	342	53519
Alberta	48017	Edmonton Mill Woods	Edmonton Mill Woods	validated	validés	Logan		Nigel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6422	12.1	342	53519
Alberta	48017	Edmonton Mill Woods	Edmonton Mill Woods	validated	validés	Melanson		Don	Christian Heritage Party	Parti de l'Héritage Chrétien	219	.4	342	53519
Alberta	48017	Edmonton Mill Woods	Edmonton Mill Woods	validated	validés	Sohi		Amarjeet	Liberal	Libéral	17879	33.6	342	53519
Alberta	48017	Edmonton Mill Woods	Edmonton Mill Woods	validated	validés	Uppal		Tim	Conservative	Conservateur	26736	50.3	342	53519
Alberta	48017	Edmonton Mill Woods	Edmonton Mill Woods	validated	validés	Young		Annie	People's Party	Parti populaire	953	1.8	342	53519
Alberta	48018	Edmonton Riverbend	Edmonton Riverbend	validated	validés	Chaudary		Tariq	Liberal	Libéral	14038	23	329	61477
Alberta	48018	Edmonton Riverbend	Edmonton Riverbend	validated	validés	Jeneroux		Matt	Conservative	Conservateur	35126	57.4	329	61477
Alberta	48018	Edmonton Riverbend	Edmonton Riverbend	validated	validés	Kennedy		Valerie	Green Party	Parti Vert	1797	2.9	329	61477
Alberta	48018	Edmonton Riverbend	Edmonton Riverbend	validated	validés	Morris		Kevin	People's Party	Parti populaire	855	1.4	329	61477
Alberta	48018	Edmonton Riverbend	Edmonton Riverbend	validated	validés	Redman		Audrey	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9332	15.3	329	61477
Alberta	48019	Edmonton Strathcona	Edmonton Strathcona	validated	validés	Cameron		Ian	People's Party	Parti populaire	941	1.7	250	56995
Alberta	48019	Edmonton Strathcona	Edmonton Strathcona	validated	validés	Kalmanovitch		Michael	Green Party	Parti Vert	1152	2	250	56995
Alberta	48019	Edmonton Strathcona	Edmonton Strathcona	validated	validés	Lilly		Sam	Conservative	Conservateur	21035	37.1	250	56995
Alberta	48019	Edmonton Strathcona	Edmonton Strathcona	validated	validés	MacDonald		Dougal	ML	ML	77	.1	250	56995
Alberta	48019	Edmonton Strathcona	Edmonton Strathcona	validated	validés	McPherson		Heather	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	26823	47.3	250	56995
Alberta	48019	Edmonton Strathcona	Edmonton Strathcona	validated	validés	Olszewski		Eleanor	Liberal	Libéral	6592	11.6	250	56995
Alberta	48019	Edmonton Strathcona	Edmonton Strathcona	validated	validés	Rankin		Naomi	Communist	Communiste	125	.2	250	56995
Alberta	48020	Edmonton West	Edmonton-Ouest	validated	validés	Armstrong		Matthew	People's Party	Parti populaire	1126	1.9	304	58939
Alberta	48020	Edmonton West	Edmonton-Ouest	validated	validés	Johnston		Kerrie	Liberal	Libéral	11812	20.1	304	58939
Alberta	48020	Edmonton West	Edmonton-Ouest	validated	validés	McCauley		Kelly	Conservative	Conservateur	35719	60.9	304	58939
Alberta	48020	Edmonton West	Edmonton-Ouest	validated	validés	Pearce		Jackie	Green Party	Parti Vert	1441	2.5	304	58939
Alberta	48020	Edmonton West	Edmonton-Ouest	validated	validés	Steuber		Patrick	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8537	14.6	304	58939
Alberta	48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	validated	validés	Calliou		Travis	VCP	CAC	211	.2	392	87847
Alberta	48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	validated	validés	Doell		Neil	People's Party	Parti populaire	1616	1.8	392	87847
Alberta	48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	validated	validés	Drzymala		Emily	Green Party	Parti Vert	1660	1.9	392	87847
Alberta	48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	validated	validés	Garver		Noah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9820	11.2	392	87847
Alberta	48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	validated	validés	Lake		Mike	Conservative	Conservateur	63346	72.4	392	87847
Alberta	48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	validated	validés	Wong		Richard	Liberal	Libéral	10802	12.4	392	87847
Alberta	48022	Foothills	Foothills	validated	validés	Barlow		John	Conservative	Conservateur	53872	82.1	290	65881
Alberta	48022	Foothills	Foothills	validated	validés	Hendi		Mickail	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3767	5.7	290	65881
Alberta	48022	Foothills	Foothills	validated	validés	Hession		Greg	People's Party	Parti populaire	1698	2.6	290	65881
Alberta	48022	Foothills	Foothills	validated	validés	Lacey		Bridget	Green Party	Parti Vert	2398	3.7	290	65881
Alberta	48022	Foothills	Foothills	validated	validés	Moller		Cheryl	Liberal	Libéral	3856	5.9	290	65881
Alberta	48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	validated	validés	Barrett		Matthew	People's Party	Parti populaire	1674	3.3	258	51234
Alberta	48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	validated	validés	Deheer		Brian	Green Party	Parti Vert	865	1.7	258	51234
Alberta	48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	validated	validés	Farrington		Maggie	Liberal	Libéral	4848	9.5	258	51234
Alberta	48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	validated	validés	Gilks		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2883	5.7	258	51234
Alberta	48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	validated	validés	Yurdiga		David	Conservative	Conservateur	40706	79.9	258	51234
Alberta	48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	validated	validés	Alyward		Erin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4245	7	314	61293
Alberta	48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	validated	validés	Burchill		Douglas Gordon	People's Party	Parti populaire	1492	2.4	314	61293
Alberta	48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	validated	validés	Munro		Kenneth	Liberal	Libéral	2910	4.8	314	61293
Alberta	48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	validated	validés	Termuende		Shelley	Green Party	Parti Vert	1134	1.9	314	61293
Alberta	48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	validated	validés	Warkentin		Chris	Conservative	Conservateur	51198	84	314	61293
Alberta	48025	Lakeland	Lakeland	validated	validés	Brunner		Kira	Green Party	Parti Vert	1105	1.9	198	57776
Alberta	48025	Lakeland	Lakeland	validated	validés	Graham		Roberta Marie	VCP	CAC	147	.3	198	57776
Alberta	48025	Lakeland	Lakeland	validated	validés	Houle		Alain	People's Party	Parti populaire	1468	2.5	198	57776
Alberta	48025	Lakeland	Lakeland	validated	validés	McFadzean		Robert	Libertarian	Libertarien	251	.4	198	57776
Alberta	48025	Lakeland	Lakeland	validated	validés	Stubbs		Shannon	Conservative	Conservateur	48314	83.9	198	57776
Alberta	48025	Lakeland	Lakeland	validated	validés	Swanson		Jeffrey	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3728	6.5	198	57776
Alberta	48025	Lakeland	Lakeland	validated	validés	Watson		Mark	Liberal	Libéral	2565	4.5	198	57776
Alberta	48026	Lethbridge	Lethbridge	validated	validés	Bleiken		Shandi	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9110	14.7	335	62217
Alberta	48026	Lethbridge	Lethbridge	validated	validés	Bronson		Amy	Liberal	Libéral	8443	13.6	335	62217
Alberta	48026	Lethbridge	Lethbridge	validated	validés	Harder		Rachael	Conservative	Conservateur	40713	65.8	335	62217
Alberta	48026	Lethbridge	Lethbridge	validated	validés	Hepworth		Grant	People's Party	Parti populaire	1007	1.6	335	62217
Alberta	48026	Lethbridge	Lethbridge	validated	validés	Slingerland		Marc	Christian Heritage Party	Parti de l'Héritage Chrétien	670	1.1	335	62217
Alberta	48026	Lethbridge	Lethbridge	validated	validés	Watson		Stephnie	Green Party	Parti Vert	1939	3.1	335	62217
Alberta	48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	validated	validés	Hawthorne		Shannon	Green Party	Parti Vert	1203	2.3	254	53356
Alberta	48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	validated	validés	Kirshenbaum		Harris	Liberal	Libéral	3528	6.6	254	53356
Alberta	48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	validated	validés	Motz		Glen	Conservative	Conservateur	42045	79.2	254	53356
Alberta	48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	validated	validés	Nelson		Andrew	People's Party	Parti populaire	1350	2.5	254	53356
Alberta	48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	validated	validés	Phillips		Dave	Independent	Indépendant(e)	337	.6	254	53356
Alberta	48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	validated	validés	Thomson		Elizabeth	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4639	8.7	254	53356
Alberta	48028	Peace River--Westlock	Peace River--Westlock	validated	validés	Nygaard		Peter	Green Party	Parti Vert	1377	2.7	347	51996
Alberta	48028	Peace River--Westlock	Peace River--Westlock	validated	validés	Penny		Leslie	Liberal	Libéral	3148	6.1	347	51996
Alberta	48028	Peace River--Westlock	Peace River--Westlock	validated	validés	Schrader		John	People's Party	Parti populaire	1579	3.1	347	51996
Alberta	48028	Peace River--Westlock	Peace River--Westlock	validated	validés	Viersen		Arnold	Conservative	Conservateur	41659	80.7	347	51996
Alberta	48028	Peace River--Westlock	Peace River--Westlock	validated	validés	Villebrun		Jennifer	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3886	7.5	347	51996
Alberta	48029	Red Deer--Mountain View	Red Deer--Mountain View	validated	validés	Borlé		Conner	Green Party	Parti Vert	2026	3	278	68447
Alberta	48029	Red Deer--Mountain View	Red Deer--Mountain View	validated	validés	Dreeshen		Earl	Conservative	Conservateur	54765	80.3	278	68447
Alberta	48029	Red Deer--Mountain View	Red Deer--Mountain View	validated	validés	Garbanewski		Logan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4946	7.3	278	68447
Alberta	48029	Red Deer--Mountain View	Red Deer--Mountain View	validated	validés	Mitchell		Paul	People's Party	Parti populaire	2637	3.9	278	68447
Alberta	48029	Red Deer--Mountain View	Red Deer--Mountain View	validated	validés	Tremblay		Gary	Liberal	Libéral	3795	5.6	278	68447
Alberta	48030	Red Deer--Lacombe	Red Deer--Lacombe	validated	validés	Calkins		Blaine	Conservative	Conservateur	53843	79.8	325	67769
Alberta	48030	Red Deer--Lacombe	Red Deer--Lacombe	validated	validés	Palmer		Sarah	Green Party	Parti Vert	1596	2.4	325	67769
Alberta	48030	Red Deer--Lacombe	Red Deer--Lacombe	validated	validés	Pezzella		Lauren	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6012	8.9	325	67769
Alberta	48030	Red Deer--Lacombe	Red Deer--Lacombe	validated	validés	Rose		Tiffany	Liberal	Libéral	3540	5.2	325	67769
Alberta	48030	Red Deer--Lacombe	Red Deer--Lacombe	validated	validés	Thompson		Laura Lynn	People's Party	Parti populaire	2453	3.6	325	67769
Alberta	48031	St. Albert--Edmonton	St. Albert--Edmonton	validated	validés	Cecelia		Brigitte	People's Party	Parti populaire	1268	1.9	336	65427
Alberta	48031	St. Albert--Edmonton	St. Albert--Edmonton	validated	validés	Cooper		Michael	Conservative	Conservateur	39506	60.7	336	65427
Alberta	48031	St. Albert--Edmonton	St. Albert--Edmonton	validated	validés	Dunbar		Rob	Green Party	Parti Vert	1594	2.4	336	65427
Alberta	48031	St. Albert--Edmonton	St. Albert--Edmonton	validated	validés	Fraser		Robert Bruce	VCP	CAC	351	.5	336	65427
Alberta	48031	St. Albert--Edmonton	St. Albert--Edmonton	validated	validés	Mpulubusi		Kathleen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9895	15.2	336	65427
Alberta	48031	St. Albert--Edmonton	St. Albert--Edmonton	validated	validés	Springate		Greg	Liberal	Libéral	12477	19.2	336	65427
Alberta	48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	validated	validés	Genuis		Garnett	Conservative	Conservateur	53600	73.4	321	73371
Alberta	48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	validated	validés	McElrea		Patrick	VCP	CAC	300	.4	321	73371
Alberta	48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	validated	validés	Sanderson		Laura	Green Party	Parti Vert	1592	2.2	321	73371
Alberta	48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	validated	validés	Theroux		Aidan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8867	12.1	321	73371
Alberta	48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	validated	validés	Thiering		Ron	Liberal	Libéral	7357	10.1	321	73371
Alberta	48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	validated	validés	Villetard		Darren	People's Party	Parti populaire	1334	1.8	321	73371
Alberta	48033	Sturgeon River--Parkland	Sturgeon River--Parkland	validated	validés	Beauchamp		Tyler	People's Party	Parti populaire	1625	2.4	314	68971
Alberta	48033	Sturgeon River--Parkland	Sturgeon River--Parkland	validated	validés	Brochu		Ronald	Liberal	Libéral	4696	6.8	314	68971
Alberta	48033	Sturgeon River--Parkland	Sturgeon River--Parkland	validated	validés	Chauvet		Ernest	Christian Heritage Party	Parti de l'Héritage Chrétien	416	.6	314	68971
Alberta	48033	Sturgeon River--Parkland	Sturgeon River--Parkland	validated	validés	Desforges		Guy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6940	10.1	314	68971
Alberta	48033	Sturgeon River--Parkland	Sturgeon River--Parkland	validated	validés	Lloyd		Dane	Conservative	Conservateur	53235	77.5	314	68971
Alberta	48033	Sturgeon River--Parkland	Sturgeon River--Parkland	validated	validés	Romyn		Cass	Green Party	Parti Vert	1745	2.5	314	68971
Alberta	48034	Yellowhead	Yellowhead	validated	validés	Bowman		Kristine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3898	7	303	56271
Alberta	48034	Yellowhead	Yellowhead	validated	validés	Francey		Gordon	VCP	CAC	108	.2	303	56271
Alberta	48034	Yellowhead	Yellowhead	validated	validés	Galavan		Douglas	People's Party	Parti populaire	1592	2.8	303	56271
Alberta	48034	Yellowhead	Yellowhead	validated	validés	Hoefsloot		Jeremy	Liberal	Libéral	2912	5.2	303	56271
Alberta	48034	Yellowhead	Yellowhead	validated	validés	Lystang		Cory	Libertarian	Libertarien	222	.4	303	56271
Alberta	48034	Yellowhead	Yellowhead	validated	validés	Satdeo		Angelena	Green Party	Parti Vert	1272	2.3	303	56271
Alberta	48034	Yellowhead	Yellowhead	validated	validés	Soroka		Gerald	Conservative	Conservateur	45964	82.1	303	56271
British Columbia	59001	Abbotsford	Abbotsford	validated	validés	Alderking		Aeriol	Christian Heritage Party	Parti de l'Héritage Chrétien	270	.6	403	49339
British Columbia	59001	Abbotsford	Abbotsford	validated	validés	Duncan		Locke	People's Party	Parti populaire	985	2	403	49339
British Columbia	59001	Abbotsford	Abbotsford	validated	validés	Fast		Ed	Conservative	Conservateur	25162	51.4	403	49339
British Columbia	59001	Abbotsford	Abbotsford	validated	validés	Fowler		Stephen	Green Party	Parti Vert	3702	7.6	403	49339
British Columbia	59001	Abbotsford	Abbotsford	validated	validés	Heffernan		Seamus	Liberal	Libéral	10560	21.6	403	49339
British Columbia	59001	Abbotsford	Abbotsford	validated	validés	Sauve		Madeleine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8257	16.9	403	49339
British Columbia	59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	validated	validés	Beech		Terry	Liberal	Libéral	17770	35.5	466	50525
British Columbia	59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	validated	validés	Dahlby		Lewis Clarke	Libertarian	Libertarien	219	.4	466	50525
British Columbia	59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	validated	validés	Dong		Rocky	People's Party	Parti populaire	1079	2.2	466	50525
British Columbia	59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	validated	validés	Kuttner		Amita	Green Party	Parti Vert	4801	9.6	466	50525
British Columbia	59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	validated	validés	Leung		Heather	Conservative	Conservateur	9734	19.4	466	50525
British Columbia	59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	validated	validés	Robinson		Svend	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16185	32.3	466	50525
British Columbia	59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	validated	validés	Taylor		Robert	Independent	Indépendant(e)	271	.5	466	50525
British Columbia	59003	Burnaby South	Burnaby-Sud	validated	validés	Brar		Neelam	Liberal	Libéral	10706	23.8	417	45423
British Columbia	59003	Burnaby South	Burnaby-Sud	validated	validés	Brocki		Rex	Libertarian	Libertarien	246	.5	417	45423
British Columbia	59003	Burnaby South	Burnaby-Sud	validated	validés	Rawdah		Al	People's Party	Parti populaire	645	1.4	417	45423
British Columbia	59003	Burnaby South	Burnaby-Sud	validated	validés	Shin		Jay	Conservative	Conservateur	13914	30.9	417	45423
British Columbia	59003	Burnaby South	Burnaby-Sud	validated	validés	Singh		Jagmeet	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16956	37.7	417	45423
British Columbia	59003	Burnaby South	Burnaby-Sud	validated	validés	Sproule		Brian	ML	ML	62	.1	417	45423
British Columbia	59003	Burnaby South	Burnaby-Sud	validated	validés	Wauters		Brennan	Green Party	Parti Vert	2477	5.5	417	45423
British Columbia	59004	Cariboo--Prince George	Cariboo--Prince George	validated	validés	Calogheros		Tracy	Liberal	Libéral	10932	20	321	55095
British Columbia	59004	Cariboo--Prince George	Cariboo--Prince George	validated	validés	Doherty		Todd	Conservative	Conservateur	28848	52.7	321	55095
British Columbia	59004	Cariboo--Prince George	Cariboo--Prince George	validated	validés	Kerr		Mackenzie	Green Party	Parti Vert	4998	9.1	321	55095
British Columbia	59004	Cariboo--Prince George	Cariboo--Prince George	validated	validés	Orr		Michael	Independent	Indépendant(e)	350	.6	321	55095
