Province	Electoral district number	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname	Middle name(s)	Given name	Political affiliation	Appartenance politique	Votes obtained	% Votes obtained	Rejected ballots	Total number of ballots cast
Newfoundland and Labrador	10001	Avalon	Avalon	validated	validés	Chapman		Matthew	Conservative	Conservateur	12855	31.1	397	41731
Newfoundland and Labrador	10001	Avalon	Avalon	validated	validés	Malone		Greg	Green Party	Parti Vert	2215	5.4	397	41731
Newfoundland and Labrador	10001	Avalon	Avalon	validated	validés	McDonald		Kenneth	Liberal	Libéral	19122	46.3	397	41731
Newfoundland and Labrador	10001	Avalon	Avalon	validated	validés	Movelle		Lea Mary	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7142	17.3	397	41731
Newfoundland and Labrador	10002	Bonavista--Burin--Trinity	Bonavista--Burin--Trinity	validated	validés	Cooper		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3855	12	609	32788
Newfoundland and Labrador	10002	Bonavista--Burin--Trinity	Bonavista--Burin--Trinity	validated	validés	Reichel		Kelsey	Green Party	Parti Vert	920	2.9	609	32788
Newfoundland and Labrador	10002	Bonavista--Burin--Trinity	Bonavista--Burin--Trinity	validated	validés	Rogers		Churence	Liberal	Libéral	14707	45.7	609	32788
Newfoundland and Labrador	10002	Bonavista--Burin--Trinity	Bonavista--Burin--Trinity	validated	validés	Vokey		Sharon	Conservative	Conservateur	12697	39.5	609	32788
Newfoundland and Labrador	10003	Coast of Bays--Central--Notre Dame	Coast of Bays--Central--Notre Dame	validated	validés	Bracci		Alex	Conservative	Conservateur	12081	35.3	770	34952
Newfoundland and Labrador	10003	Coast of Bays--Central--Notre Dame	Coast of Bays--Central--Notre Dame	validated	validés	Joe		Noel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4224	12.4	770	34952
Newfoundland and Labrador	10003	Coast of Bays--Central--Notre Dame	Coast of Bays--Central--Notre Dame	validated	validés	Simms		Scott	Liberal	Libéral	16514	48.3	770	34952
Newfoundland and Labrador	10003	Coast of Bays--Central--Notre Dame	Coast of Bays--Central--Notre Dame	validated	validés	White		Byron	Green Party	Parti Vert	1363	4	770	34952
Newfoundland and Labrador	10004	Labrador	Labrador	validated	validés	Colbourne		Tyler	Green Party	Parti Vert	224	2	139	11558
Newfoundland and Labrador	10004	Labrador	Labrador	validated	validés	Flemming		Larry	Conservative	Conservateur	3548	31.1	139	11558
Newfoundland and Labrador	10004	Labrador	Labrador	validated	validés	Gray		Michelene	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2796	24.5	139	11558
Newfoundland and Labrador	10004	Labrador	Labrador	validated	validés	Jones		Yvonne	Liberal	Libéral	4851	42.5	139	11558
Newfoundland and Labrador	10005	Long Range Mountains	Long Range Mountains	validated	validés	Eisses		Josh	Conservative	Conservateur	10873	28.3	576	39002
Newfoundland and Labrador	10005	Long Range Mountains	Long Range Mountains	validated	validés	Hutchings		Gudie	Liberal	Libéral	18199	47.4	576	39002
Newfoundland and Labrador	10005	Long Range Mountains	Long Range Mountains	validated	validés	Knill		Lucas	Green Party	Parti Vert	1334	3.5	576	39002
Newfoundland and Labrador	10005	Long Range Mountains	Long Range Mountains	validated	validés	Miles		Robert	VCP	CAC	411	1.1	576	39002
Newfoundland and Labrador	10005	Long Range Mountains	Long Range Mountains	validated	validés	Pike		Holly	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7609	19.8	576	39002
Newfoundland and Labrador	10006	St. John's East	St. John's-Est	validated	validés	Harris		Jack	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	21148	46.9	528	45600
Newfoundland and Labrador	10006	St. John's East	St. John's-Est	validated	validés	Peters		David	Green Party	Parti Vert	821	1.8	528	45600
Newfoundland and Labrador	10006	St. John's East	St. John's-Est	validated	validés	Wall		Joedy	Conservative	Conservateur	8141	18.1	528	45600
Newfoundland and Labrador	10006	St. John's East	St. John's-Est	validated	validés	Whalen		Nick	Liberal	Libéral	14962	33.2	528	45600
Newfoundland and Labrador	10007	St. John's South--Mount Pearl	St. John's-Sud--Mount Pearl	validated	validés	Anonsen		Anne Marie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10890	26.8	592	41258
Newfoundland and Labrador	10007	St. John's South--Mount Pearl	St. John's-Sud--Mount Pearl	validated	validés	Hayward		Alexandra	Green Party	Parti Vert	740	1.8	592	41258
Newfoundland and Labrador	10007	St. John's South--Mount Pearl	St. John's-Sud--Mount Pearl	validated	validés	Jones		David	Christian Heritage Party	Parti de l'Héritage Chrétien	141	.3	592	41258
Newfoundland and Labrador	10007	St. John's South--Mount Pearl	St. John's-Sud--Mount Pearl	validated	validés	Martin		Terry	Conservative	Conservateur	7767	19.1	592	41258
Newfoundland and Labrador	10007	St. John's South--Mount Pearl	St. John's-Sud--Mount Pearl	validated	validés	O'Regan		Seamus	Liberal	Libéral	20793	51.1	592	41258
Newfoundland and Labrador	10007	St. John's South--Mount Pearl	St. John's-Sud--Mount Pearl	validated	validés	Ruckpaul		Benjamin	People's Party	Parti populaire	335	.8	592	41258
Prince Edward Island	11001	Cardigan	Cardigan	validated	validés	Beaton		Glen	Green Party	Parti Vert	3068	13.8	232	22399
Prince Edward Island	11001	Cardigan	Cardigan	validated	validés	MacAulay		Lawrence	Liberal	Libéral	10939	49.3	232	22399
Prince Edward Island	11001	Cardigan	Cardigan	validated	validés	Phelan		Wayne	Conservative	Conservateur	6439	29	232	22399
Prince Edward Island	11001	Cardigan	Cardigan	validated	validés	Squires		Christene	Christian Heritage Party	Parti de l'Héritage Chrétien	240	1.1	232	22399
Prince Edward Island	11001	Cardigan	Cardigan	validated	validés	Thiele		Lynne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1481	6.7	232	22399
Prince Edward Island	11002	Charlottetown	Charlottetown	validated	validés	Byrne		Joe	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2238	11.2	274	20184
Prince Edward Island	11002	Charlottetown	Charlottetown	validated	validés	Campbell		Robert A.	Conservative	Conservateur	4040	20.3	274	20184
Prince Edward Island	11002	Charlottetown	Charlottetown	validated	validés	Casey		Sean	Liberal	Libéral	8812	44.3	274	20184
Prince Edward Island	11002	Charlottetown	Charlottetown	validated	validés	Lanthier		Darcie	Green Party	Parti Vert	4648	23.3	274	20184
Prince Edward Island	11002	Charlottetown	Charlottetown	validated	validés	MacLeod		Fred	Christian Heritage Party	Parti de l'Héritage Chrétien	172	.9	274	20184
Prince Edward Island	11003	Egmont	Egmont	validated	validés	Clark		Alex	Green Party	Parti Vert	3998	19.8	274	20452
Prince Edward Island	11003	Egmont	Egmont	validated	validés	Dunn		Sharon	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1230	6.1	274	20452
Prince Edward Island	11003	Egmont	Egmont	validated	validés	McLellan		Logan	Conservative	Conservateur	6934	34.4	274	20452
Prince Edward Island	11003	Egmont	Egmont	validated	validés	Morrissey		Bobby	Liberal	Libéral	8016	39.7	274	20452
Prince Edward Island	11004	Malpeque	Malpeque	validated	validés	Easter		Wayne	Liberal	Libéral	9533	41.4	288	23327
Prince Edward Island	11004	Malpeque	Malpeque	validated	validés	Keenan		Anna	Green Party	Parti Vert	6103	26.5	288	23327
Prince Edward Island	11004	Malpeque	Malpeque	validated	validés	Nash		Craig	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1495	6.5	288	23327
Prince Edward Island	11004	Malpeque	Malpeque	validated	validés	Stewart		Stephen	Conservative	Conservateur	5908	25.6	288	23327
Nova Scotia	12001	Cape Breton--Canso	Cape Breton--Canso	validated	validés	Dockrill		Michelle	Independent	Indépendant(e)	685	1.6	601	43541
Nova Scotia	12001	Cape Breton--Canso	Cape Breton--Canso	validated	validés	Doucet		Clive	Green Party	Parti Vert	3321	7.7	601	43541
Nova Scotia	12001	Cape Breton--Canso	Cape Breton--Canso	validated	validés	Joyce		Billy	People's Party	Parti populaire	925	2.2	601	43541
Nova Scotia	12001	Cape Breton--Canso	Cape Breton--Canso	validated	validés	Kelloway		Mike	Liberal	Libéral	16694	38.9	601	43541
Nova Scotia	12001	Cape Breton--Canso	Cape Breton--Canso	validated	validés	LeBlanc		Darlene Lynn	National Citizens Alliance	Alliance Nationale Citoyens	140	.3	601	43541
Nova Scotia	12001	Cape Breton--Canso	Cape Breton--Canso	validated	validés	MacLeod		Alfie	Conservative	Conservateur	14821	34.5	601	43541
Nova Scotia	12001	Cape Breton--Canso	Cape Breton--Canso	validated	validés	Suitor		Laurie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6354	14.8	601	43541
Nova Scotia	12002	Central Nova	Nova-Centre	validated	validés	Canyon		George	Conservative	Conservateur	13201	29.7	412	44882
Nova Scotia	12002	Central Nova	Nova-Centre	validated	validés	Fraser		Sean	Liberal	Libéral	20718	46.6	412	44882
Nova Scotia	12002	Central Nova	Nova-Centre	validated	validés	Frazer		Chris	Communist	Communiste	180	.4	412	44882
Nova Scotia	12002	Central Nova	Nova-Centre	validated	validés	MacDonald		Betsy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5806	13.1	412	44882
Nova Scotia	12002	Central Nova	Nova-Centre	validated	validés	Muir		Al	People's Party	Parti populaire	938	2.1	412	44882
Nova Scotia	12002	Central Nova	Nova-Centre	validated	validés	Randle		Barry	Green Party	Parti Vert	3478	7.8	412	44882
Nova Scotia	12002	Central Nova	Nova-Centre	validated	validés	Slowik		Michael	Independent	Indépendant(e)	149	.3	412	44882
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	Archer		William	People's Party	Parti populaire	608	1.3	447	45897
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	Armstrong		Scott	Conservative	Conservateur	16219	35.7	447	45897
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	Blanch		Jason	Green Party	Parti Vert	6015	13.2	447	45897
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	Duchesne		Larry	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5451	12	447	45897
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	Garvey		Stephen J	National Citizens Alliance	Alliance Nationale Citoyens	109	.2	447	45897
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	O'Blenis		Jody	VCP	CAC	144	.3	447	45897
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	Rushton		Matthew V.	Independent	Indépendant(e)	232	.5	447	45897
Nova Scotia	12003	Cumberland--Colchester	Cumberland--Colchester	validated	validés	Zann		Lenore	Liberal	Libéral	16672	36.7	447	45897
Nova Scotia	12004	Dartmouth--Cole Harbour	Dartmouth--Cole Harbour	validated	validés	Cole		Jason	Conservative	Conservateur	8638	16.1	404	53903
Nova Scotia	12004	Dartmouth--Cole Harbour	Dartmouth--Cole Harbour	validated	validés	Fisher		Darren	Liberal	Libéral	24259	45.3	404	53903
Nova Scotia	12004	Dartmouth--Cole Harbour	Dartmouth--Cole Harbour	validated	validés	Lindsay		Michelle	People's Party	Parti populaire	887	1.7	404	53903
Nova Scotia	12004	Dartmouth--Cole Harbour	Dartmouth--Cole Harbour	validated	validés	MacPherson		Lil	Green Party	Parti Vert	5280	9.9	404	53903
Nova Scotia	12004	Dartmouth--Cole Harbour	Dartmouth--Cole Harbour	validated	validés	Norton		Emma	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14435	27	404	53903
Nova Scotia	12005	Halifax	Halifax	validated	validés	Fillmore		Andy	Liberal	Libéral	23681	42.5	361	56113
Nova Scotia	12005	Halifax	Halifax	validated	validés	Holland		Bruce	Conservative	Conservateur	6456	11.6	361	56113
Nova Scotia	12005	Halifax	Halifax	validated	validés	McGenn		Duncan	People's Party	Parti populaire	633	1.1	361	56113
Nova Scotia	12005	Halifax	Halifax	validated	validés	Roberts		Jo-Ann	Green Party	Parti Vert	8013	14.4	361	56113
Nova Scotia	12005	Halifax	Halifax	validated	validés	Saulnier		Christine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16747	30	361	56113
Nova Scotia	12005	Halifax	Halifax	validated	validés	Wilson		Bill	Animal Protection Party	Parti Protection Animaux	222	.4	361	56113
Nova Scotia	12006	Halifax West	Halifax-Ouest	validated	validés	Regan		Geoff	Liberal	Libéral	26885	49.5	465	54822
Nova Scotia	12006	Halifax West	Halifax-Ouest	validated	validés	Shuman		Fred	Conservative	Conservateur	10488	19.3	465	54822
Nova Scotia	12006	Halifax West	Halifax-Ouest	validated	validés	Wilson		Jacob	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10429	19.2	465	54822
Nova Scotia	12006	Halifax West	Halifax-Ouest	validated	validés	Zurawski		Richard	Green Party	Parti Vert	6555	12.1	465	54822
Nova Scotia	12007	Kings--Hants	Kings--Hants	validated	validés	Anderson		Brogan	Green Party	Parti Vert	6029	12.6	327	48363
Nova Scotia	12007	Kings--Hants	Kings--Hants	validated	validés	Blois		Kody	Liberal	Libéral	20806	43.3	327	48363
Nova Scotia	12007	Kings--Hants	Kings--Hants	validated	validés	Dodge		Stacey	VCP	CAC	118	.2	327	48363
Nova Scotia	12007	Kings--Hants	Kings--Hants	validated	validés	MacQuarrie		Martha	Conservative	Conservateur	11905	24.8	327	48363
Nova Scotia	12007	Kings--Hants	Kings--Hants	validated	validés	Schneider		Stephen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8254	17.2	327	48363
Nova Scotia	12007	Kings--Hants	Kings--Hants	validated	validés	Southall		Matthew	People's Party	Parti populaire	786	1.6	327	48363
Nova Scotia	12007	Kings--Hants	Kings--Hants	validated	validés	Tan		Nicholas	Parti Rhinocéros Party	Parti Rhinocéros Party	138	.3	327	48363
Nova Scotia	12008	Sackville--Preston--Chezzetcook	Sackville--Preston--Chezzetcook	validated	validés	Copley		Kevin	Conservative	Conservateur	11211	22.6	320	49857
Nova Scotia	12008	Sackville--Preston--Chezzetcook	Sackville--Preston--Chezzetcook	validated	validés	Edmonds		Anthony	Green Party	Parti Vert	5725	11.6	320	49857
Nova Scotia	12008	Sackville--Preston--Chezzetcook	Sackville--Preston--Chezzetcook	validated	validés	Hogg		Sybil	People's Party	Parti populaire	816	1.6	320	49857
Nova Scotia	12008	Sackville--Preston--Chezzetcook	Sackville--Preston--Chezzetcook	validated	validés	Samson		Darrell	Liberal	Libéral	19925	40.2	320	49857
Nova Scotia	12008	Sackville--Preston--Chezzetcook	Sackville--Preston--Chezzetcook	validated	validés	Stickland		Matt	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11860	23.9	320	49857
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Foster		Steven	Independent	Indépendant(e)	376	.7	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Hepburn		Jessika	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8361	15.9	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Jordan		Bernadette	Liberal	Libéral	21886	41.7	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Matthews		Jason	VCP	CAC	125	.2	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	McMahon		Shawn	Independent	Indépendant(e)	165	.3	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Monk		Robert	People's Party	Parti populaire	667	1.3	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Perkins		Rick	Conservative	Conservateur	14744	28.1	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Schulthies		Kevin	Christian Heritage Party	Parti de l'Héritage Chrétien	124	.2	439	52957
Nova Scotia	12009	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Trappenberg		Thomas	Green Party	Parti Vert	6070	11.6	439	52957
Nova Scotia	12010	Sydney--Victoria	Sydney--Victoria	validated	validés	Battiste		Jaime	Liberal	Libéral	12536	30.9	528	41093
Nova Scotia	12010	Sydney--Victoria	Sydney--Victoria	validated	validés	Foster		Lois	Green Party	Parti Vert	2249	5.5	528	41093
Nova Scotia	12010	Sydney--Victoria	Sydney--Victoria	validated	validés	Joy		Randy	VCP	CAC	248	.6	528	41093
Nova Scotia	12010	Sydney--Victoria	Sydney--Victoria	validated	validés	MacKinnon		Archie	Independent	Indépendant(e)	5679	14	528	41093
Nova Scotia	12010	Sydney--Victoria	Sydney--Victoria	validated	validés	MacNeil		Kenzie	Independent	Indépendant(e)	480	1.2	528	41093
Nova Scotia	12010	Sydney--Victoria	Sydney--Victoria	validated	validés	McDavid		Jodi	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8146	20.1	528	41093
Nova Scotia	12010	Sydney--Victoria	Sydney--Victoria	validated	validés	Orrell		Eddie	Conservative	Conservateur	11227	27.7	528	41093
Nova Scotia	12011	West Nova	Nova-Ouest	validated	validés	Cook		Gloria Jane	VCP	CAC	434	.9	512	47310
Nova Scotia	12011	West Nova	Nova-Ouest	validated	validés	Deveau		Jason	Liberal	Libéral	17025	36.4	512	47310
Nova Scotia	12011	West Nova	Nova-Ouest	validated	validés	Dubois		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5010	10.7	512	47310
Nova Scotia	12011	West Nova	Nova-Ouest	validated	validés	Green		Judy N	Green Party	Parti Vert	5939	12.7	512	47310
Nova Scotia	12011	West Nova	Nova-Ouest	validated	validés	d'Entremont		Chris	Conservative	Conservateur	18390	39.3	512	47310
New Brunswick	13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Cormier		Serge	Liberal	Libéral	26547	55.1	924	49067
New Brunswick	13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Kryszko		Robert	Green Party	Parti Vert	4277	8.9	924	49067
New Brunswick	13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Savoie		Martine	Conservative	Conservateur	10352	21.5	924	49067
New Brunswick	13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Thériault		Daniel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6967	14.5	924	49067
New Brunswick	13002	Beauséjour	Beauséjour	validated	validés	Bélanger		Jean-Marc	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3940	7.3	475	54160
New Brunswick	13002	Beauséjour	Beauséjour	validated	validés	Cormier		Vincent	Conservative	Conservateur	9438	17.6	475	54160
New Brunswick	13002	Beauséjour	Beauséjour	validated	validés	LeBlanc		Dominic	Liberal	Libéral	24948	46.5	475	54160
New Brunswick	13002	Beauséjour	Beauséjour	validated	validés	Mercier		Nancy	People's Party	Parti populaire	1054	2	475	54160
New Brunswick	13002	Beauséjour	Beauséjour	validated	validés	Reinsborough		Laura	Green Party	Parti Vert	14305	26.6	475	54160
New Brunswick	13003	Fredericton	Fredericton	validated	validés	Atwin		Jenica	Green Party	Parti Vert	16640	33.7	301	49710
New Brunswick	13003	Fredericton	Fredericton	validated	validés	DeCourcey		Matt	Liberal	Libéral	13544	27.4	301	49710
New Brunswick	13003	Fredericton	Fredericton	validated	validés	Johnson		Andrea	Conservative	Conservateur	15011	30.4	301	49710
New Brunswick	13003	Fredericton	Fredericton	validated	validés	Kirby		Brandon	Libertarian	Libertarien	126	.3	301	49710
New Brunswick	13003	Fredericton	Fredericton	validated	validés	Patterson		Jacob	Communist	Communiste	80	.2	301	49710
New Brunswick	13003	Fredericton	Fredericton	validated	validés	Paull		Jason	People's Party	Parti populaire	776	1.6	301	49710
New Brunswick	13003	Fredericton	Fredericton	validated	validés	Thomas		Lesley	Animal Protection Party	Parti Protection Animaux	286	.6	301	49710
New Brunswick	13003	Fredericton	Fredericton	validated	validés	Thomason		Mackenzie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2946	6	301	49710
New Brunswick	13004	Fundy Royal	Fundy Royal	validated	validés	Amos		David Raymond	Independent	Indépendant(e)	295	.6	349	48995
New Brunswick	13004	Fundy Royal	Fundy Royal	validated	validés	Evans		John	National Citizens Alliance	Alliance Nationale Citoyens	201	.4	349	48995
New Brunswick	13004	Fundy Royal	Fundy Royal	validated	validés	Lockhart		Alaina	Liberal	Libéral	12433	25.6	349	48995
New Brunswick	13004	Fundy Royal	Fundy Royal	validated	validés	Moore		Rob	Conservative	Conservateur	22389	46	349	48995
New Brunswick	13004	Fundy Royal	Fundy Royal	validated	validés	Neumayer		Rudy	People's Party	Parti populaire	1249	2.6	349	48995
New Brunswick	13004	Fundy Royal	Fundy Royal	validated	validés	Thompson		Tim	Green Party	Parti Vert	7275	15	349	48995
New Brunswick	13004	Fundy Royal	Fundy Royal	validated	validés	Tolan		James	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4804	9.9	349	48995
New Brunswick	13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Arseneault		René	Liberal	Libéral	17331	50.3	657	35126
New Brunswick	13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Betteridge		Chad	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2212	6.4	657	35126
New Brunswick	13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Bérubé		Louis	Green Party	Parti Vert	5125	14.9	657	35126
New Brunswick	13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Fox		Nelson	Conservative	Conservateur	9801	28.4	657	35126
New Brunswick	13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Clancy Teslenko		Eileen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2875	8.3	517	35115
New Brunswick	13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Deitch		Patty	Green Party	Parti Vert	3914	11.3	517	35115
New Brunswick	13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Finnigan		Pat	Liberal	Libéral	12722	36.8	517	35115
New Brunswick	13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Lawson		Mathew Grant	Independent	Indépendant(e)	396	1.1	517	35115
New Brunswick	13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	MacKenzie		Allison	Independent	Indépendant(e)	1160	3.4	517	35115
New Brunswick	13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	McLean		Peggy	Conservative	Conservateur	12352	35.7	517	35115
New Brunswick	13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Nowlan		Ron	People's Party	Parti populaire	1179	3.4	517	35115
New Brunswick	13007	Moncton--Riverview--Dieppe	Moncton--Riverview--Dieppe	validated	validés	Driver		Stephen	People's Party	Parti populaire	1258	2.4	396	52224
New Brunswick	13007	Moncton--Riverview--Dieppe	Moncton--Riverview--Dieppe	validated	validés	Godin-Charest		Sylvie	Conservative	Conservateur	12200	23.5	396	52224
New Brunswick	13007	Moncton--Riverview--Dieppe	Moncton--Riverview--Dieppe	validated	validés	Kelly		Claire	Green Party	Parti Vert	9287	17.9	396	52224
New Brunswick	13007	Moncton--Riverview--Dieppe	Moncton--Riverview--Dieppe	validated	validés	MacDonald		Brad	Animal Protection Party	Parti Protection Animaux	373	.7	396	52224
New Brunswick	13007	Moncton--Riverview--Dieppe	Moncton--Riverview--Dieppe	validated	validés	MacLaren		Luke	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6164	11.9	396	52224
New Brunswick	13007	Moncton--Riverview--Dieppe	Moncton--Riverview--Dieppe	validated	validés	Petitpas Taylor		Ginette	Liberal	Libéral	22261	43	396	52224
New Brunswick	13007	Moncton--Riverview--Dieppe	Moncton--Riverview--Dieppe	validated	validés	Williams		Rhys	Christian Heritage Party	Parti de l'Héritage Chrétien	285	.5	396	52224
New Brunswick	13008	New Brunswick Southwest	Nouveau-Brunswick-Sud-Ouest	validated	validés	Jonah		Susan	Green Party	Parti Vert	5352	13.5	301	39879
New Brunswick	13008	New Brunswick Southwest	Nouveau-Brunswick-Sud-Ouest	validated	validés	Ludwig		Karen	Liberal	Libéral	10110	25.5	301	39879
New Brunswick	13008	New Brunswick Southwest	Nouveau-Brunswick-Sud-Ouest	validated	validés	Mullin		Douglas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3251	8.2	301	39879
New Brunswick	13008	New Brunswick Southwest	Nouveau-Brunswick-Sud-Ouest	validated	validés	Sarty		Meryl	People's Party	Parti populaire	1214	3.1	301	39879
New Brunswick	13008	New Brunswick Southwest	Nouveau-Brunswick-Sud-Ouest	validated	validés	Scott		Abe	VCP	CAC	200	.5	301	39879
New Brunswick	13008	New Brunswick Southwest	Nouveau-Brunswick-Sud-Ouest	validated	validés	Williamson		John	Conservative	Conservateur	19451	49.1	301	39879
New Brunswick	13009	Saint John--Rothesay	Saint John--Rothesay	validated	validés	Barnett		Neville	Independent	Indépendant(e)	150	.4	250	41503
New Brunswick	13009	Saint John--Rothesay	Saint John--Rothesay	validated	validés	Cormier		Armand	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5046	12.2	250	41503
New Brunswick	13009	Saint John--Rothesay	Saint John--Rothesay	validated	validés	Jamieson		Stuart	Independent	Indépendant(e)	1183	2.9	250	41503
New Brunswick	13009	Saint John--Rothesay	Saint John--Rothesay	validated	validés	Long		Wayne	Liberal	Libéral	15443	37.4	250	41503
New Brunswick	13009	Saint John--Rothesay	Saint John--Rothesay	validated	validés	McAllister		Ann	Green Party	Parti Vert	4165	10.1	250	41503
New Brunswick	13009	Saint John--Rothesay	Saint John--Rothesay	validated	validés	Salesse		Adam J. C.	People's Party	Parti populaire	1260	3.1	250	41503
New Brunswick	13009	Saint John--Rothesay	Saint John--Rothesay	validated	validés	Weston		Rodney	Conservative	Conservateur	14006	34	250	41503
New Brunswick	13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Aiken		Megan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3007	7.9	376	38577
New Brunswick	13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Bragdon		Richard	Conservative	Conservateur	19229	50.3	376	38577
New Brunswick	13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Guay		Dominic	People's Party	Parti populaire	936	2.5	376	38577
New Brunswick	13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	MacDonald		Kelsey	Liberal	Libéral	9631	25.2	376	38577
New Brunswick	13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Miller		Rowan P.	Green Party	Parti Vert	5398	14.1	376	38577
Quebec	24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Bergeron		Isabelle	Liberal	Libéral	8963	28.3	828	32484
Quebec	24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Bérubé		Sylvie	Bloc Québécois	Bloc Québécois	11432	36.1	828	32484
Quebec	24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Cabana-Whiteley		Kiara	Green Party	Parti Vert	1151	3.6	828	32484
Quebec	24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Ferron		Martin	Conservative	Conservateur	5240	16.6	828	32484
Quebec	24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Lanouette		Guillaume	People's Party	Parti populaire	379	1.2	828	32484
Quebec	24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Rouleau		Jacline	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4104	13	828	32484
